cld_year;week_number;wd_total;wda_total;qty_total
2000;45;28112;;4778900
2000;46;17494;;4778900
2000;47;21994;;4778900
2000;48;23458;;4778900
2000;49;25561;;4778900
2000;50;29146;;4778900
2000;51;18405;;4778900
2000;52;23575;;4778900
2000;53;21750;;4778900
2001;1;15169;;4778900
2001;2;19091;;4778900
2001;3;25331;;4778900
2001;4;31533;;4778900
2001;5;34575;;4778900
2001;6;39538;;4778900
2001;7;38044;;4778900
2001;8;33500;;4778900
2001;9;29984;;4778900
2001;10;22036;;4778900
2001;11;22073;;4778900
2001;12;22725;;4778900
2001;13;19327;;4778900
2001;14;20562;;4778900
2001;15;20808;;4778900
2001;16;24106;;4778900
2001;17;26169;;4778900
2001;18;12216;;4778900
2001;19;15518;;4778900
2001;20;15871;;4778900
2001;21;14961;;4778900
2001;22;13671;;4778900
2001;23;12374;;4778900
2001;24;7677;;4778900
2001;25;8195;;4778900
2001;26;6720;;4778900
2001;27;5262;;4778900
2001;28;4820;;4778900
2001;29;4626;;4778900
2001;30;4742;;4778900
2001;31;4862;;4778900
2001;32;5027;;4778900
2001;33;5663;;4778900
2001;34;5817;;4778900
2001;35;6469;;4778900
2001;36;8120;;4778900
2001;37;12798;;4778900
2001;38;16404;;4778900
2001;39;18813;;4778900
2001;40;21111;;4778900
2001;41;20135;;4778900
2001;42;20883;;4778900
2001;43;22471;;4778900
2001;44;21273;;4778900
2001;45;15192;;4778900
2001;46;19902;;4778900
2001;47;20855;;4778900
2001;48;23403;;4778900
2001;49;25792;;4778900
2001;50;23643;;4778900
2001;51;27137;;4778900
2001;52;26715;;4778900
2002;1;11792;;4694000
2002;2;17638;;4694000
2002;3;20800;;4694000
2002;4;23961;;4694000
2002;5;28286;;4694000
2002;6;36559;;4694000
2002;7;38817;;4694000
2002;8;40145;;4694000
2002;9;36836;;4694000
2002;10;30434;;4694000
2002;11;33390;;4694000
2002;12;30309;;4694000
2002;13;23359;;4694000
2002;14;21991;;4694000
2002;15;21101;;4694000
2002;16;20621;;4694000
2002;17;22400;;4694000
2002;18;9301;;4694000
2002;19;10906;;4694000
2002;20;13809;;4694000
2002;21;10586;;4694000
2002;22;9808;;4694000
2002;23;8929;;4694000
2002;24;6805;;4694000
2002;25;6852;;4694000
2002;26;6378;;4694000
2002;27;5365;;4694000
2002;28;4724;;4694000
2002;29;4442;;4694000
2002;30;5029;;4694000
2002;31;4658;;4694000
2002;32;4821;;4694000
2002;33;5088;;4694000
2002;34;5713;;4694000
2002;35;6180;;4694000
2002;36;7670;;4694000
2002;37;11676;;4694000
2002;38;17063;;4694000
2002;39;20212;;4694000
2002;40;21480;;4694000
2002;41;21568;;4694000
2002;42;22941;;4694000
2002;43;24459;;4694000
2002;44;25194;;4694000
2002;45;20586;;4694000
2002;46;22761;;4694000
2002;47;26810;;4694000
2002;48;29127;;4694000
2002;49;32235;;4694000
2002;50;32035;;4694000
2002;51;34270;;4694000
2002;52;33182;;4694000
2003;1;20486;;4596200
2003;2;15098;;4596200
2003;3;19438;;4596200
2003;4;19776;;4596200
2003;5;21107;;4596200
2003;6;25492;;4596200
2003;7;34122;1;4596200
2003;8;41706;1;4596200
2003;9;40131;1;4596200
2003;10;36946;1;4596200
2003;11;32481;;4596200
2003;12;31000;;4596200
2003;13;25079;;4596200
2003;14;21620;;4596200
2003;15;20433;;4596200
2003;16;19960;;4596200
2003;17;18633;;4596200
2003;18;13735;;4596200
2003;19;14279;;4596200
2003;20;14021;;4596200
2003;21;12391;;4596200
2003;22;9931;;4596200
2003;23;9127;;4596200
2003;24;5968;;4596200
2003;25;8304;;4596200
2003;26;6021;;4596200
2003;27;6093;;4596200
2003;28;5516;;4596200
2003;29;5267;;4596200
2003;30;4868;;4596200
2003;31;4681;;4596200
2003;32;4994;;4596200
2003;33;5572;;4596200
2003;34;6195;;4596200
2003;35;7166;;4596200
2003;36;9518;;4596200
2003;37;14265;;4596200
2003;38;18781;;4596200
2003;39;22337;;4596200
2003;40;22002;;4596200
2003;41;22085;;4596200
2003;42;21871;;4596200
2003;43;23002;;4596200
2003;44;22684;;4596200
2003;45;16801;;4596200
2003;46;21049;;4596200
2003;47;24872;;4596200
2003;48;40703;1;4596200
2003;49;60278;1;4596200
2003;50;53135;1;4596200
2003;51;54154;1;4596200
2003;52;35531;1;4596200
2004;1;15856;;4564802
2004;2;16229;;4564802
2004;3;18697;;4564802
2004;4;19892;;4564802
2004;5;20749;;4564802
2004;6;20511;;4564802
2004;7;21046;;4564802
2004;8;21179;;4564802
2004;9;18835;;4564802
2004;10;18872;;4564802
2004;11;17077;;4564802
2004;12;19544;;4564802
2004;13;18059;;4564802
2004;14;16205;;4564802
2004;15;16431;;4564802
2004;16;17150;;4564802
2004;17;16704;;4564802
2004;18;15798;;4564802
2004;19;11112;;4564802
2004;20;11460;;4564802
2004;21;11958;;4564802
2004;22;11235;;4564802
2004;23;9914;;4564802
2004;24;9454;;4564802
2004;25;7736;;4564802
2004;26;7496;;4564802
2004;27;6577;;4564802
2004;28;5597;;4564802
2004;29;5081;;4564802
2004;30;4967;;4564802
2004;31;4879;;4564802
2004;32;5180;;4564802
2004;33;5509;;4564802
2004;34;6057;;4564802
2004;35;6725;;4564802
2004;36;7466;;4564802
2004;37;11712;;4564802
2004;38;16500;;4564802
2004;39;21044;;4564802
2004;40;22914;;4564802
2004;41;25422;;4564802
2004;42;29118;;4564802
2004;43;29441;;4564802
2004;44;29513;;4564802
2004;45;23480;;4564802
2004;46;20401;;4564802
2004;47;23649;;4564802
2004;48;24931;;4564802
2004;49;25182;;4564802
2004;50;26375;;4564802
2004;51;22563;;4564802
2004;52;24204;;4564802
2005;1;18603;;4624083
2005;2;4972;;4624083
2005;3;19733;;4624083
2005;4;18661;;4624083
2005;5;20376;;4624083
2005;6;23120;;4624083
2005;7;25051;;4624083
2005;8;27672;;4624083
2005;9;27858;;4624083
2005;10;35464;;4624083
2005;11;25275;;4624083
2005;12;34056;;4624083
2005;13;31993;;4624083
2005;14;31677;;4624083
2005;15;28078;;4624083
2005;16;27373;;4624083
2005;17;24670;;4624083
2005;18;24956;;4624083
2005;19;20308;;4624083
2005;20;17284;;4624083
2005;21;16111;;4624083
2005;22;13758;;4624083
2005;23;12733;;4624083
2005;24;9794;;4624083
2005;25;8152;;4624083
2005;26;8244;;4624083
2005;27;7441;;4624083
2005;28;6036;;4624083
2005;29;5382;;4624083
2005;30;5354;;4624083
2005;31;5050;;4624083
2005;32;5193;;4624083
2005;33;5257;;4624083
2005;34;5785;;4624083
2005;35;6735;;4624083
2005;36;8012;;4624083
2005;37;10628;;4624083
2005;38;14582;;4624083
2005;39;19903;;4624083
2005;40;20716;;4624083
2005;41;24116;;4624083
2005;42;23838;;4624083
2005;43;26293;;4624083
2005;44;26423;;4624083
2005;45;20258;;4624083
2005;46;21428;;4624083
2005;47;19277;;4624083
2005;48;22649;;4624083
2005;49;22472;;4624083
2005;50;23395;;4624083
2005;51;23126;;4624083
2005;52;21856;;4624083
2006;1;17963;;4600000
2006;2;2742;;4600000
2006;3;20093;;4600000
2006;4;18746;;4600000
2006;5;20222;;4600000
2006;6;21776;;4600000
2006;7;22850;;4600000
2006;8;24669;;4600000
2006;9;24508;;4600000
2006;10;33243;;4600000
2006;11;32934;;4600000
2006;12;48233;1;4600000
2006;13;56015;1;4600000
2006;14;49280;1;4600000
2006;15;41817;1;4600000
2006;16;30223;;4600000
2006;17;24658;;4600000
2006;18;20872;;4600000
2006;19;18999;;4600000
2006;20;11996;;4600000
2006;21;16161;;4600000
2006;22;14730;;4600000
2006;23;13926;;4600000
2006;24;12596;;4600000
2006;25;9404;;4600000
2006;26;9147;;4600000
2006;27;7728;;4600000
2006;28;6475;;4600000
2006;29;5629;;4600000
2006;30;5802;;4600000
2006;31;5633;;4600000
2006;32;5664;;4600000
2006;33;5760;;4600000
2006;34;5985;;4600000
2006;35;6554;;4600000
2006;36;7724;;4600000
2006;37;10552;;4600000
2006;38;16985;;4600000
2006;39;22756;;4600000
2006;40;25412;;4600000
2006;41;25423;;4600000
2006;42;25553;;4600000
2006;43;26981;;4600000
2006;44;27068;;4600000
2006;45;24593;;4600000
2006;46;20835;;4600000
2006;47;22972;;4600000
2006;48;24686;;4600000
2006;49;26031;;4600000
2006;50;25224;;4600000
2006;51;25568;;4600000
2006;52;24814;;4600000
2006;53;20645;;4600000
2007;1;4845;;4580620
2007;2;21994;;4580620
2007;3;21247;;4580620
2007;4;24217;;4580620
2007;5;29231;;4580620
2007;6;31451;;4580620
2007;7;34166;;4580620
2007;8;33242;;4580620
2007;9;44381;1;4580620
2007;10;34895;1;4580620
2007;11;43131;1;4580620
2007;12;34075;;4580620
2007;13;28623;;4580620
2007;14;24953;;4580620
2007;15;23440;;4580620
2007;16;22907;;4580620
2007;17;25986;;4580620
2007;18;15991;;4580620
2007;19;16892;;4580620
2007;20;17427;;4580620
2007;21;15942;;4580620
2007;22;13608;;4580620
2007;23;13196;;4580620
2007;24;6965;;4580620
2007;25;9453;;4580620
2007;26;8867;;4580620
2007;27;7467;;4580620
2007;28;7157;;4580620
2007;29;7187;;4580620
2007;30;6374;;4580620
2007;31;6983;;4580620
2007;32;6741;;4580620
2007;33;7382;;4580620
2007;34;8264;;4580620
2007;35;9130;;4580620
2007;36;11025;;4580620
2007;37;19339;;4580620
2007;38;24723;;4580620
2007;39;25552;;4580620
2007;40;24749;;4580620
2007;41;24927;;4580620
2007;42;25201;;4580620
2007;43;26756;;4580620
2007;44;26892;;4580620
2007;45;19961;;4580620
2007;46;24342;;4580620
2007;47;26053;;4580620
2007;48;27017;;4580620
2007;49;28388;;4580620
2007;50;28817;;4580620
2007;51;27566;;4580620
2007;52;26255;;4580620
2008;1;1734;;4571184
2008;2;18222;;4571184
2008;3;24133;;4571184
2008;4;27720;;4571184
2008;5;33033;;4571184
2008;6;39895;1;4571184
2008;7;41029;1;4571184
2008;8;43346;1;4571184
2008;9;36114;1;4571184
2008;10;41654;1;4571184
2008;11;29881;;4571184
2008;12;34063;;4571184
2008;13;31513;;4571184
2008;14;30132;;4571184
2008;15;28515;;4571184
2008;16;30838;;4571184
2008;17;28193;;4571184
2008;18;22962;;4571184
2008;19;16984;;4571184
2008;20;16949;;4571184
2008;21;16905;;4571184
2008;22;14663;;4571184
2008;23;14021;;4571184
2008;24;8337;;4571184
2008;25;9362;;4571184
2008;26;8559;;4571184
2008;27;7551;;4571184
2008;28;6591;;4571184
2008;29;5994;;4571184
2008;30;5978;;4571184
2008;31;5839;;4571184
2008;32;5751;;4571184
2008;33;6122;;4571184
2008;34;7453;;4571184
2008;35;8350;;4571184
2008;36;10317;;4571184
2008;37;17597;;4571184
2008;38;23385;;4571184
2008;39;25756;;4571184
2008;40;27505;;4571184
2008;41;28325;;4571184
2008;42;27971;;4571184
2008;43;27962;;4571184
2008;44;31559;;4571184
2008;45;17602;;4571184
2008;46;24871;;4571184
2008;47;26014;;4571184
2008;48;27003;;4571184
2008;49;29655;;4571184
2008;50;30278;;4571184
2008;51;29308;;4571184
2008;52;27707;;4571184
2009;1;12740;;4568047
2009;2;7420;;4568047
2009;3;22043;;4568047
2009;4;24160;;4568047
2009;5;25654;;4568047
2009;6;30282;;4568047
2009;7;34657;;4568047
2009;8;39969;;4568047
2009;9;43622;1;4568047
2009;10;47759;1;4568047
2009;11;44916;1;4568047
2009;12;47161;1;4568047
2009;13;39269;1;4568047
2009;14;36169;1;4568047
2009;15;30696;;4568047
2009;16;31613;;4568047
2009;17;31635;;4568047
2009;18;24628;;4568047
2009;19;26867;;4568047
2009;20;19269;;4568047
2009;21;18821;;4568047
2009;22;17690;;4568047
2009;23;14945;;4568047
2009;24;10874;;4568047
2009;25;11820;;4568047
2009;26;9901;;4568047
2009;27;9194;;4568047
2009;28;8315;;4568047
2009;29;8918;;4568047
2009;30;8121;;4568047
2009;31;8045;;4568047
2009;32;7643;;4568047
2009;33;8069;;4568047
2009;34;8984;;4568047
2009;35;9818;;4568047
2009;36;12081;;4568047
2009;37;16629;;4568047
2009;38;24755;;4568047
2009;39;28848;;4568047
2009;40;29732;;4568047
2009;41;31487;;4568047
2009;42;32513;;4568047
2009;43;34514;;4568047
2009;44;38650;1;4568047
2009;45;39594;1;4568047
2009;46;52948;1;4568047
2009;47;70272;1;4568047
2009;48;61144;1;4568047
2009;49;47447;1;4568047
2009;50;35899;1;4568047
2009;51;32512;;4568047
2009;52;29837;;4568047
2010;1;18782;;4581854
2010;2;10711;;4581854
2010;3;24437;;4581854
2010;4;28485;;4581854
2010;5;33005;;4581854
2010;6;37207;;4581854
2010;7;37185;;4581854
2010;8;35313;;4581854
2010;9;32789;;4581854
2010;10;30263;;4581854
2010;11;26822;;4581854
2010;12;30120;;4581854
2010;13;27186;;4581854
2010;14;26375;;4581854
2010;15;25305;;4581854
2010;16;26883;;4581854
2010;17;27919;;4581854
2010;18;27188;;4581854
2010;19;22212;;4581854
2010;20;18272;;4581854
2010;21;18211;;4581854
2010;22;16591;;4581854
2010;23;14977;;4581854
2010;24;13441;;4581854
2010;25;10517;;4581854
2010;26;11908;;4581854
2010;27;10017;;4581854
2010;28;8750;;4581854
2010;29;7885;;4581854
2010;30;8669;;4581854
2010;31;8408;;4581854
2010;32;9568;;4581854
2010;33;10066;;4581854
2010;34;11495;;4581854
2010;35;12160;;4581854
2010;36;15347;;4581854
2010;37;22827;;4581854
2010;38;30625;;4581854
2010;39;31989;;4581854
2010;40;32211;;4581854
2010;41;30239;;4581854
2010;42;32392;;4581854
2010;43;31618;;4581854
2010;44;30348;;4581854
2010;45;19875;;4581854
2010;46;30926;;4581854
2010;47;27449;;4581854
2010;48;31468;;4581854
2010;49;34828;;4581854
2010;50;35210;;4581854
2010;51;34858;;4581854
2010;52;33435;;4581854
2011;1;27653;;4600276
2011;2;8279;;4600276
2011;3;29858;;4600276
2011;4;35219;1;4600276
2011;5;50557;1;4600276
2011;6;69587;1;4600276
2011;7;66911;1;4600276
2011;8;57549;1;4600276
2011;9;42599;;4600276
2011;10;45830;;4600276
2011;11;28055;;4600276
2011;12;33212;;4600276
2011;13;29108;;4600276
2011;14;27650;;4600276
2011;15;26381;;4600276
2011;16;27717;;4600276
2011;17;27323;;4600276
2011;18;25544;;4600276
2011;19;22263;;4600276
2011;20;19733;;4600276
2011;21;20546;;4600276
2011;22;17107;;4600276
2011;23;16602;;4600276
2011;24;13925;;4600276
2011;25;11234;;4600276
2011;26;11305;;4600276
2011;27;10621;;4600276
2011;28;8907;;4600276
2011;29;8140;;4600276
2011;30;7826;;4600276
2011;31;7853;;4600276
2011;32;8951;;4600276
2011;33;9890;;4600276
2011;34;10773;;4600276
2011;35;12185;;4600276
2011;36;14083;;4600276
2011;37;21322;;4600276
2011;38;29435;;4600276
2011;39;32424;;4600276
2011;40;31860;;4600276
2011;41;31765;;4600276
2011;42;31108;;4600276
2011;43;32590;;4600276
2011;44;32217;;4600276
2011;45;26374;;4600276
2011;46;29620;;4600276
2011;47;30825;;4600276
2011;48;33340;;4600276
2011;49;34850;;4600276
2011;50;34196;;4600276
2011;51;34888;;4600276
2011;52;32420;;4600276
2012;1;26291;;4899344
2012;2;6318;;4899344
2012;3;27626;;4899344
2012;4;28058;;4899344
2012;5;32071;;4899344
2012;6;37869;;4899344
2012;7;40712;;4899344
2012;8;42764;;4899344
2012;9;36843;;4899344
2012;10;42098;;4899344
2012;11;35439;;4899344
2012;12;38952;;4899344
2012;13;39893;;4899344
2012;14;37485;;4899344
2012;15;37295;;4899344
2012;16;38031;;4899344
2012;17;39223;;4899344
2012;18;41942;;4899344
2012;19;27949;;4899344
2012;20;20097;;4899344
2012;21;23298;;4899344
2012;22;21508;;4899344
2012;23;20237;;4899344
2012;24;20218;;4899344
2012;25;11574;;4899344
2012;26;14306;;4899344
2012;27;13283;;4899344
2012;28;11505;;4899344
2012;29;10822;;4899344
2012;30;9895;;4899344
2012;31;10176;;4899344
2012;32;11240;;4899344
2012;33;11332;;4899344
2012;34;11866;;4899344
2012;35;13460;;4899344
2012;36;14860;;4899344
2012;37;18190;;4899344
2012;38;28264;;4899344
2012;39;33019;;4899344
2012;40;35047;;4899344
2012;41;35706;;4899344
2012;42;37530;;4899344
2012;43;39178;;4899344
2012;44;39194;;4899344
2012;45;37983;;4899344
2012;46;28983;;4899344
2012;47;33821;;4899344
2012;48;34435;;4899344
2012;49;35023;;4899344
2012;50;36742;;4899344
2012;51;38057;;4899344
2012;52;38023;;4899344
2012;53;36642;;4899344
2013;1;9495;;4953219
2013;2;25307;;4953219
2013;3;34914;;4953219
2013;4;37690;;4953219
2013;5;44841;;4953219
2013;6;55074;1;4953219
2013;7;59149;1;4953219
2013;8;60533;1;4953219
2013;9;62741;1;4953219
2013;10;47834;1;4953219
2013;11;53144;1;4953219
2013;12;47678;1;4953219
2013;13;43440;;4953219
2013;14;41522;;4953219
2013;15;39764;;4953219
2013;16;36935;;4953219
2013;17;32715;;4953219
2013;18;16694;;4953219
2013;19;20152;;4953219
2013;20;21191;;4953219
2013;21;19394;;4953219
2013;22;18487;;4953219
2013;23;16096;;4953219
2013;24;13497;;4953219
2013;25;14267;;4953219
2013;26;12998;;4953219
2013;27;11695;;4953219
2013;28;11403;;4953219
2013;29;11575;;4953219
2013;30;11334;;4953219
2013;31;11499;;4953219
2013;32;10917;;4953219
2013;33;11575;;4953219
2013;34;12228;;4953219
2013;35;14122;;4953219
2013;36;17166;;4953219
2013;37;25832;;4953219
2013;38;31765;;4953219
2013;39;34461;;4953219
2013;40;35318;;4953219
2013;41;33320;;4953219
2013;42;32593;;4953219
2013;43;32888;;4953219
2013;44;32353;;4953219
2013;45;26079;;4953219
2013;46;29332;;4953219
2013;47;32529;;4953219
2013;48;33887;;4953219
2013;49;35811;;4953219
2013;50;36388;;4953219
2013;51;36482;;4953219
2013;52;31341;;4953219
2014;1;14648;;5028000
2014;2;17714;;5028000
2014;3;30762;;5028000
2014;4;33026;;5028000
2014;5;36144;;5028000
2014;6;40621;;5028000
2014;7;41925;;5028000
2014;8;43777;;5028000
2014;9;43383;;5028000
2014;10;43060;;5028000
2014;11;40041;;5028000
2014;12;41992;;5028000
2014;13;38065;;5028000
2014;14;36543;;5028000
2014;15;35404;;5028000
2014;16;35860;;5028000
2014;17;33288;;5028000
2014;18;22931;;5028000
2014;19;26955;;5028000
2014;20;26040;;5028000
2014;21;23677;;5028000
2014;22;20846;;5028000
2014;23;18411;;5028000
2014;24;12075;;5028000
2014;25;16262;;5028000
2014;26;15807;;5028000
2014;27;14867;;5028000
2014;28;13758;;5028000
2014;29;13056;;5028000
2014;30;12293;;5028000
2014;31;11960;;5028000
2014;32;11653;;5028000
2014;33;12821;;5028000
2014;34;13197;;5028000
2014;35;16140;;5028000
2014;36;20061;;5028000
2014;37;30123;;5028000
2014;38;37590;;5028000
2014;39;40233;;5028000
2014;40;41353;;5028000
2014;41;39254;;5028000
2014;42;39170;;5028000
2014;43;40015;;5028000
2014;44;39175;;5028000
2014;45;25234;;5028000
2014;46;34974;;5028000
2014;47;37214;;5028000
2014;48;38825;;5028000
2014;49;39517;;5028000
2014;50;39767;;5028000
2014;51;38305;;5028000
2014;52;34493;;5028000
2015;1;23522;;5131942
2015;2;9216;;5131942
2015;3;36432;;5131942
2015;4;37678;;5131942
2015;5;46231;1;5131942
2015;6;55501;1;5131942
2015;7;58736;1;5131942
2015;8;61596;1;5131942
2015;9;50475;1;5131942
2015;10;50582;1;5131942
2015;11;37986;;5131942
2015;12;40675;;5131942
2015;13;37913;;5131942
2015;14;37381;;5131942
2015;15;34596;;5131942
2015;16;34668;;5131942
2015;17;32632;;5131942
2015;18;27276;;5131942
2015;19;23902;;5131942
2015;20;20874;;5131942
2015;21;22961;;5131942
2015;22;21582;;5131942
2015;23;20200;;5131942
2015;24;16033;;5131942
2015;25;16798;;5131942
2015;26;15959;;5131942
2015;27;14912;;5131942
2015;28;12745;;5131942
2015;29;12145;;5131942
2015;30;12317;;5131942
2015;31;12291;;5131942
2015;32;11887;;5131942
2015;33;12599;;5131942
2015;34;13616;;5131942
2015;35;14699;;5131942
2015;36;17872;;5131942
2015;37;26357;;5131942
2015;38;36473;;5131942
2015;39;39916;;5131942
2015;40;40497;;5131942
2015;41;40141;;5131942
2015;42;41866;;5131942
2015;43;40944;;5131942
2015;44;39998;;5131942
2015;45;31425;;5131942
2015;46;34368;;5131942
2015;47;36021;;5131942
2015;48;37753;;5131942
2015;49;39445;;5131942
2015;50;39965;;5131942
2015;51;38296;;5131942
2015;52;37342;;5131942
2016;1;28214;;5191690
2016;2;11398;;5191690
2016;3;43382;1;5191690
2016;4;63538;1;5191690
2016;5;97302;1;5191690
2016;6;85168;1;5191690
2016;7;57821;1;5191690
2016;8;51464;1;5191690
2016;9;31855;;5191690
2016;10;41112;;5191690
2016;11;29985;;5191690
2016;12;40877;;5191690
2016;13;40877;;5191690
